    ALT(km)      O3          H2O          CH4           CO2            O2           N2O         OH  
      35.5000  7.20000e-10  3.00000e-07  1.60000e-06     0.100000  6.00000e-05      0.00000  8.30000e-13
      36.5000  7.90000e-10  3.00000e-07  1.60000e-06     0.100000  6.80000e-05      0.00000  1.10000e-12
      37.5000  8.70000e-10  3.00000e-07  1.50000e-06     0.100000  7.60000e-05      0.00000  1.40000e-12
      38.5000  9.50000e-10  3.00000e-07  1.50000e-06     0.100000  8.50000e-05      0.00000  1.80000e-12
      39.5000  1.00000e-09  3.00000e-07  1.50000e-06     0.100000  9.50000e-05      0.00000  2.30000e-12
      40.5000  1.10000e-09  3.00000e-07  1.50000e-06    0.0990000  0.000110000      0.00000  2.90000e-12
      41.5000  1.20000e-09  3.00000e-07  1.50000e-06    0.0990000  0.000120000      0.00000  3.80000e-12
      42.5000  1.30000e-09  2.90000e-07  1.50000e-06    0.0990000  0.000130000      0.00000  4.90000e-12
      43.5000  1.40000e-09  2.90000e-07  1.50000e-06    0.0990000  0.000140000      0.00000  6.40000e-12
      44.5000  1.50000e-09  2.80000e-07  1.50000e-06    0.0990000  0.000160000      0.00000  8.30000e-12
      45.5000  1.50000e-09  2.80000e-07  1.40000e-06    0.0990000  0.000180000      0.00000  1.10000e-11
      46.5000  1.60000e-09  2.80000e-07  1.40000e-06    0.0990000  0.000190000      0.00000  1.40000e-11
      47.5000  1.70000e-09  2.70000e-07  1.40000e-06    0.0990000  0.000210000      0.00000  1.70000e-11
      48.5000  1.70000e-09  2.70000e-07  1.40000e-06    0.0990000  0.000240000      0.00000  2.10000e-11
      49.5000  1.70000e-09  2.70000e-07  1.30000e-06    0.0990000  0.000260000      0.00000  2.50000e-11
      50.5000  1.50000e-09  2.60000e-07  1.30000e-06    0.0990000  0.000290000      0.00000  3.10000e-11
      51.5000  1.30000e-09  2.60000e-07  1.30000e-06    0.0980000  0.000310000      0.00000  4.00000e-11
      52.5000  9.10000e-10  2.60000e-07  1.20000e-06    0.0980000  0.000340000      0.00000  5.50000e-11
      53.5000  6.50000e-10  2.70000e-07  1.20000e-06    0.0980000  0.000380000      0.00000  8.40000e-11
      54.5000  6.10000e-10  2.60000e-07  1.20000e-06    0.0980000  0.000410000      0.00000  1.30000e-10
      55.5000  8.90000e-10  2.60000e-07  1.10000e-06    0.0980000  0.000450000      0.00000  1.60000e-10
      56.5000  1.50000e-09  2.50000e-07  1.10000e-06    0.0980000  0.000490000      0.00000  1.50000e-10
      57.5000  2.40000e-09  2.30000e-07  1.00000e-06    0.0970000  0.000540000      0.00000  1.10000e-10
      58.5000  3.30000e-09  2.10000e-07  9.50000e-07    0.0970000  0.000580000      0.00000  7.90000e-11
      59.5000  4.00000e-09  2.00000e-07  8.80000e-07    0.0970000  0.000620000      0.00000  5.90000e-11
      60.5000  4.60000e-09  1.80000e-07  8.10000e-07    0.0970000  0.000660000      0.00000  4.50000e-11
      61.5000  5.00000e-09  1.60000e-07  7.40000e-07    0.0960000  0.000700000      0.00000  3.50000e-11
      62.5000  5.20000e-09  1.40000e-07  6.70000e-07    0.0960000  0.000730000      0.00000  2.70000e-11
      63.5000  5.30000e-09  1.20000e-07  6.00000e-07    0.0960000  0.000760000      0.00000  2.20000e-11
      64.5000  5.20000e-09  1.10000e-07  5.30000e-07    0.0950000  0.000780000      0.00000  1.70000e-11
      65.5000  4.90000e-09  9.20000e-08  4.60000e-07    0.0950000  0.000800000      0.00000  1.40000e-11
      66.5000  4.60000e-09  7.90000e-08  4.10000e-07    0.0940000  0.000820000      0.00000  1.10000e-11
      67.5000  4.20000e-09  6.70000e-08  3.50000e-07    0.0940000  0.000820000      0.00000  8.60000e-12
      68.5000  3.80000e-09  5.80000e-08  3.10000e-07    0.0930000  0.000820000      0.00000  6.70000e-12
      69.5000  3.30000e-09  5.00000e-08  2.70000e-07    0.0930000  0.000820000      0.00000  5.30000e-12
      70.5000  2.80000e-09  4.30000e-08  2.40000e-07    0.0920000  0.000820000      0.00000  4.20000e-12
      71.5000  2.40000e-09  3.70000e-08  2.10000e-07    0.0920000  0.000810000      0.00000  3.40000e-12
      72.5000  2.00000e-09  3.20000e-08  1.80000e-07    0.0910000  0.000790000      0.00000  2.70000e-12
      73.5000  1.70000e-09  2.80000e-08  1.60000e-07    0.0900000  0.000780000      0.00000  2.20000e-12
      74.5000  1.40000e-09  2.40000e-08  1.40000e-07    0.0890000  0.000750000      0.00000  1.90000e-12
      75.5000  1.10000e-09  2.10000e-08  1.20000e-07    0.0880000  0.000730000      0.00000  1.80000e-12
      76.5000  8.70000e-10  1.80000e-08  1.10000e-07    0.0870000  0.000700000      0.00000  1.70000e-12
      77.5000  6.80000e-10  1.50000e-08  9.60000e-08    0.0850000  0.000670000      0.00000  1.80000e-12
      78.5000  5.30000e-10  1.30000e-08  8.40000e-08    0.0840000  0.000640000      0.00000  2.00000e-12
      79.5000  4.00000e-10  1.20000e-08  7.40000e-08    0.0820000  0.000610000      0.00000  2.30000e-12
      80.5000  3.00000e-10  1.00000e-08  6.60000e-08    0.0800000  0.000580000      0.00000  2.70000e-12
      81.5000  2.20000e-10  8.80000e-09  5.80000e-08    0.0770000  0.000540000      0.00000  3.20000e-12
      82.5000  1.60000e-10  7.80000e-09  5.20000e-08    0.0750000  0.000510000      0.00000  3.80000e-12
      83.5000  1.20000e-10  6.90000e-09  4.70000e-08    0.0720000  0.000480000      0.00000  4.30000e-12
      84.5000  8.60000e-11  6.10000e-09  4.20000e-08    0.0690000  0.000450000      0.00000  4.90000e-12
      85.5000  6.20000e-11  5.50000e-09  3.80000e-08    0.0660000  0.000430000      0.00000  5.50000e-12
      86.5000  4.40000e-11  5.00000e-09  3.50000e-08    0.0630000  0.000400000      0.00000  6.10000e-12
      87.5000  3.10000e-11  4.60000e-09  3.20000e-08    0.0590000  0.000380000      0.00000  6.70000e-12
      88.5000  2.20000e-11  4.30000e-09  3.00000e-08    0.0560000  0.000360000      0.00000  7.30000e-12
      89.5000  1.60000e-11  4.10000e-09  2.70000e-08    0.0520000  0.000340000      0.00000  7.80000e-12
      90.5000  1.10000e-11  3.90000e-09  2.60000e-08    0.0490000  0.000330000      0.00000  8.30000e-12
      91.5000  8.20000e-12  3.90000e-09  2.40000e-08    0.0450000  0.000310000      0.00000  8.70000e-12
      92.5000  5.90000e-12  3.80000e-09  2.20000e-08    0.0420000  0.000300000      0.00000  9.00000e-12
      93.5000  4.20000e-12  3.90000e-09  2.10000e-08    0.0380000  0.000290000      0.00000  9.40000e-12
      94.5000  3.10000e-12  3.90000e-09  2.00000e-08    0.0350000  0.000280000      0.00000  9.60000e-12
      95.5000  2.20000e-12  4.10000e-09  1.90000e-08    0.0320000  0.000270000      0.00000  9.80000e-12
      96.5000  1.60000e-12  4.30000e-09  1.70000e-08    0.0290000  0.000270000      0.00000  9.90000e-12
      97.5000  1.20000e-12  4.50000e-09  1.60000e-08    0.0270000  0.000260000      0.00000  1.00000e-11
      98.5000  8.80000e-13  4.80000e-09  1.50000e-08    0.0240000  0.000260000      0.00000  1.00000e-11
      99.5000  6.70000e-13  5.20000e-09  1.30000e-08    0.0220000  0.000250000      0.00000  1.00000e-11
